content,date,exp
"{""subject"":""zeqw35yzy0o"",""condition"":""L7B"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""55"",""postquestion1"":""correct"",""postquestion2"":""at least you would have some idea what you were up against""}",2019-03-27 00:20:09.172080,
"{""subject"":""4ibf35yzhju"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""I picked that answer because it was more realistic than a simple 50-50 chance in this situation with the snake bite.""}",2019-03-27 00:55:10.060105,
"{""subject"":""egle35yzckb"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""It was there in the question itself that the school has not finalized the exact program they were going to discontinue, and I felt that the answer I chose was appropriate keeping in mind the scenario provided.""}",2019-03-27 02:00:49.675310,
"{""subject"":""mowg35yz12m"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:23:22.636889,
"{""subject"":""0hoi35yz20h"",""condition"":""G12A"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:55:45.229176,
"{""subject"":""sknd35yzeim"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""The answer made more sense to me. The 50% told me of the exact probability and I always like to know exactly what I am up against and what my chances are of success. I was thinking that one situation would be no better than the other""}",2019-03-27 01:29:10.443341,
"{""subject"":""4txg35yz60u"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""I chose the answer I did because, since I don't know the probabilities in option A, then I can't assume it is any better than 50/50 like in option B so I don't really prefer either one as they could possibly be the same. ""}",2019-03-26 23:56:34.416795,
"{""subject"":""pmkz35yz26y"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""I was thinking about how I might improve my 50/50 odds of picking the \""correct\"" department; that is, the department that won't have its budget slashed. I chose (B) because with each probability being unknown, and since I have not yet accepted the promotion offer yet (meaning I haven't chosen my department yet either), I would try to gather more information that could lead me in the right direction. With choice (A), the wording suggests not that the percentages are unknown (like with option B), but that it's a 50/50 proposition. With this in mind, I would prefer to go with the unknown and try to nail down some figures so I could make an informed decision about which department to head.""}",2019-03-27 00:23:16.063465,
"{""subject"":""ah4i35yzhxi"",""condition"":""G10A"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""I remembered what it was about the balls.""}",2019-03-26 23:51:44.668109,
"{""subject"":""00s735yzmt4"",""condition"":""L9A"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""I would rather have data to go by than just information without any data. In both cases, I could win or lose. But in one case knew I had equal chances of winning or losing. In the other I had no such information.""}",2019-03-27 02:32:30.509633,
"{""subject"":""z2ac35yz39j"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:11:48.711551,
"{""subject"":""zdzz35yzi0h"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""57"",""postquestion1"":""correct"",""postquestion2"":""If there is no guarantee of which person is my date, I would rather leave it up to chance without knowing the odds.""}",2019-03-27 01:24:47.736322,
"{""subject"":""mmd035yzqxf"",""condition"":""G9A"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""3"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""26"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:43:25.716838,
"{""subject"":""oz4f35yzgub"",""condition"":""L12B"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""51"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:33:19.842598,
"{""subject"":""19ay35yzq10"",""condition"":""G12A"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:25:28.845989,
"{""subject"":""hi4t35yze8f"",""condition"":""L6A"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""Appearance don't necessarily make a good date, an individual is more than just their looks, as such I am totally indifferent as to who my date is. A pretty person can be soulless and boring and end up ruining the date.""}",2019-03-27 00:13:16.980197,
"{""subject"":""1mup35yzec9"",""condition"":""L1B"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""49"",""postquestion1"":""correct"",""postquestion2"":""Because it was basically the same outcome. Either way one of the stocks was dropping. ""}",2019-03-27 01:30:04.088991,
"{""subject"":""7pay35yzt80"",""condition"":""G4A"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""I'd rather have more of a certainty of knowing which one liked me (50% each) as opposed to not knowing the specific probabilities.""}",2019-03-27 00:42:10.288850,
"{""subject"":""hh6a35yzbx1"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""19"",""postquestion1"":""correct"",""postquestion2"":""Since I don't know what the odds are for A, it's a 50/50 situation to me anyway, so the two options are the same.""}",2019-03-27 00:02:31.685038,
"{""subject"":""lt6y35yz8bp"",""condition"":""L4B"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""50"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:13:01.353888,
"{""subject"":""go5635yze80"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:04:59.773979,
"{""subject"":""xk3035yzccu"",""condition"":""L1B"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:54:40.920014,
"{""subject"":""czcm35yz2zc"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""I'd rather know the odds and 50/50 is quite fair.""}",2019-03-27 00:05:31.993114,
"{""subject"":""kgeq35yzfro"",""condition"":""L7A"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:02:39.617666,
"{""subject"":""j37c35yz9jk"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""that between the 2 gentlemen 50% is the correct percentage ""}",2019-03-27 02:28:30.030785,
"{""subject"":""yedg35yzh6a"",""condition"":""G3B"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""I said that I slightly preferred the scenario where there was ambiguity about the exact preferences.   I decided that I liked this scenario better as it allowed me to try and better assess the decision to make the best possible that I could as opposed to making a 50%/50% decision which is basically the equivalent of flipping a coin.""}",2019-03-27 02:28:17.790804,
"{""subject"":""g1h135yztot"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:50:11.097107,
"{""subject"":""o00g35yzbmr"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""68"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:37:48.092276,
"{""subject"":""6aol35yz54d"",""condition"":""L2B"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:00:04.848894,
"{""subject"":""arud35yzh0m"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""34"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:49:54.629305,
"{""subject"":""t7rs35yzwkj"",""condition"":""G8B"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""20"",""postquestion1"":""correct"",""postquestion2"":""I chose this answer because it probably implied a better probability of getting to date the more attractive person.""}",2019-03-26 23:56:41.853786,
"{""subject"":""7ym735yzpvv"",""condition"":""G11B"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""I'd rather know I had a 50% chance of seeing it, rather than going with the other option and it only being a 20% chance or something. The other option was an unknown percentage, so I leaned more toward the known percentage option.""}",2019-03-26 23:40:34.258042,
"{""subject"":""6rij35yziu1"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""74"",""postquestion1"":""correct"",""postquestion2"":""Since I had no idea which company would get the funding, I simply did not have a preference.  I would just go with the flow.""}",2019-03-26 23:51:28.076288,
"{""subject"":""kaz535yzh8m"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""As far as I'm concerned knowing the statistical probability that my car would be effected is no different than a blanket yes/no state. Either my car will be damaged or it won't. Knowing the numbers wouldn't help me either way.""}",2019-03-26 23:37:09.191648,
"{""subject"":""4k6z35yzbyi"",""condition"":""G8A"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:50:31.774392,
"{""subject"":""x1dn35yz54m"",""condition"":""G6A"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""I do not know which party the crush would be at. So both answers still have me with the same question of which party the woman will be at.""}",2019-03-27 00:13:28.784313,
"{""subject"":""1yqk35yzyqf"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""61"",""postquestion1"":""correct"",""postquestion2"":""I was thinking about what the unknown probabilities might be. I decided that my child might be better off with a definite 50% chance of getting the scholarship because the unknown chance could be less.""}",2019-03-26 23:54:49.869896,
"{""subject"":""w5qz35yzvsk"",""condition"":""L3A"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""55"",""postquestion1"":""correct"",""postquestion2"":""I slightly preferred the unknown chance because I hoped the odds might be better than 50/50.""}",2019-03-27 00:00:38.961949,
"{""subject"":""96yq35yzdap"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""I was thinking 50% / 50% might be better than if it turns out to be 70% / 30% or something like that I guess.""}",2019-03-27 04:08:06.098109,
"{""subject"":""aols35yzxih"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:43:22.697042,
"{""subject"":""i75j35yzxt6"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""5"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""I would slightly rather it be 50/50 than not knowing the likelihood at all.""}",2019-03-26 23:39:44.835722,
"{""subject"":""dobw35yz624"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""21"",""postquestion1"":""correct"",""postquestion2"":""I would rather take a 50/50 chance and know for sure. ""}",2019-03-26 23:56:43.237067,
"{""subject"":""ug2z35yzuw8"",""condition"":""G9A"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:41:19.594750,
"{""subject"":""reo335yzvwg"",""condition"":""L2B"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""28"",""postquestion1"":""correct"",""postquestion2"":""I rather know my chances even if it turn out negative. ""}",2019-03-26 23:52:29.673734,
"{""subject"":""g2nu35yzl4e"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:39:48.505445,
"{""subject"":""8bh335yzgas"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""If they don't know which will get slashed, then I do not care because there's a 50/50 that each are going to have issues.""}",2019-03-26 23:57:44.064045,
"{""subject"":""5xh535yz52m"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:53:35.115928,
"{""subject"":""8rqa35yzw7h"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""Personally, I chose what I did because I'd rather have a 50/50 shot than possible skew on either side. For example, if I chose one bank I would feel better about the odds if it was 50 rather than some arbitrary values like 90 or 20. 90% would be good, but since I wouldn't know that it could ery easily be the 20%.""}",2019-03-26 23:47:11.487786,
"{""subject"":""u6pp35yzr5r"",""condition"":""L10A"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""65"",""postquestion1"":""correct"",""postquestion2"":""I would rather know that there was a 50% chance of my branch closing than not to know. With the 50/50 knowledge, I know it's worthwhile to investigate new opportunities, save money, etc. If I didn't know the percentages, I might be tempted to think I had a good chance of being in the branch that didn't close. I would also likely swing to the other direction and be sure I was going to lose my job. \r\n\r\nThat might not make a lot of sense. I guess I just like having more information and less uncertainty.""}",2019-03-26 23:37:07.099183,
"{""subject"":""tth335yz8gr"",""condition"":""L9A"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""64"",""postquestion1"":""correct"",""postquestion2"":""I answered B because It was more or less a true,non stressful realization. The first choice made me a little frightened. B relaxed me when I read it. I could look at B  as the time to step back and think about things and not stress if I lost the re-election.""}",2019-03-26 23:44:17.962533,
"{""subject"":""depf35yzmpq"",""condition"":""L9A"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""I was think I would rather know it was a very close race if I did lose. With the other option it could have been a landslide, but not in my favor which would have felt worse. If I were going to lose, I'd rather know it was very close. ""}",2019-03-26 23:49:00.661009,
"{""subject"":""zino35yzz9y"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""The circumstances seemed comparatively uncertain to me. ""}",2019-03-26 23:48:28.115745,
"{""subject"":""m1ik35yzrqt"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""18"",""postquestion1"":""correct"",""postquestion2"":""I wanted to know the probabilities instead of being left in the dark about them. I was thinking about how I wanted to know.""}",2019-03-26 23:49:35.046380,
"{""subject"":""5zpa35yzf0h"",""condition"":""G5B"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:02:16.638975,
"{""subject"":""5a7e35yzjss"",""condition"":""L10A"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:44:47.615372,
"{""subject"":""evwo35yzcby"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:53:02.032079,
"{""subject"":""6c9l35yzbiu"",""condition"":""G9A"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:44:19.146132,
"{""subject"":""v5jy35yzajl"",""condition"":""L1B"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""22"",""postquestion1"":""correct"",""postquestion2"":""I chose in the middle (no preference) because both situations seemed pretty uncertain and bad, neither option seemed to be clearly better or safer than the other because either way one of your stocks is going to plummet and you have no way of knowing which one it would be.""}",2019-03-26 23:37:19.671360,
