content,date,exp
"{""subject"":""vd1735yz5yi"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""56"",""postquestion1"":""correct"",""postquestion2"":""The option I chose was 50/50. The first option did not state the percentages of each color ball that were in the urn. ""}",2019-03-27 04:12:54.435092,
"{""subject"":""ck0835yze65"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""Probability. It's the flip of a coin.""}",2019-03-27 04:33:48.852797,
"{""subject"":""5isp35yzm8i"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""I think that either situation was not ideal, so I chose no preference.""}",2019-03-27 10:39:29.069566,
"{""subject"":""rnvj35yz8bs"",""condition"":""L3B"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 10:22:21.391047,
"{""subject"":""pr5v35yzzn6"",""condition"":""G4B"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""48"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 16:04:06.130510,
"{""subject"":""9jye35yznao"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""22"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 19:05:21.756050,
"{""subject"":""8zfb35yzdrg"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""I picked the answer I picked because I felt better knowing the odds. I think knowing the odds helps to improve in picking what option to chose. I was thinking if I have a 50/50 chance than there is a good chance that my job will be ok.""}",2019-03-27 03:29:55.509248,
"{""subject"":""ir9x35yzic7"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""56"",""postquestion1"":""correct"",""postquestion2"":""I chose the option that there was a 50-50 chance that either department's budget would be slashed, because then at least I would know that there was an equal chance for either department's budget to either be slashed or not. I didn't choose the other option because then I would have less information. I would know that one department's budget would be slashed, but I would have no idea of the odds of each department having their budget slashed.""}",2019-03-27 09:41:27.676266,
"{""subject"":""cx6f35yzb3f"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 03:59:11.703155,
"{""subject"":""vacn35yzo0f"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""I'd rather know my chances. Either way the situation is a gamble.""}",2019-04-04 00:49:09.373234,
"{""subject"":""z1l335yzdnh"",""condition"":""L6A"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 01:18:18.489026,
"{""subject"":""t1d035yz7ui"",""condition"":""G3B"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""It really does not matter which department you choose as long as you do your job right.""}",2019-04-04 12:40:21.698384,
"{""subject"":""6u5u35yzp86"",""condition"":""L3A"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""1"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""34"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that option B could have been a higher probability of infestation X, and with a 50/50 shot, those were nicer odds.""}",2019-03-27 01:00:55.837073,
"{""subject"":""x6dj35yz5ph"",""condition"":""G3B"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 01:36:05.900078,
"{""subject"":""egzi35yztxn"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""28"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:00:20.888746,
"{""subject"":""exjt35yzb5t"",""condition"":""L12B"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""There is no way of knowing which department so it would not matter to me I would have as much apprehension about both. ""}",2019-04-04 12:26:33.183098,
"{""subject"":""61v235yzojy"",""condition"":""L7B"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""I would rather know my odds going in, and it being a fair chance, if I am possibly going to loose that much money. I was thinking that that would be a difficult game to play, even if the odds were 50/50""}",2019-04-03 23:38:22.001258,
"{""subject"":""gppa35yzpk3"",""condition"":""L1B"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""either one I did not know which one will plummet and which one would grow.""}",2019-03-27 00:27:53.214787,
"{""subject"":""em7h35yzd50"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""A 50/50 chance to win a thousand bucks seems like a good position to be in.""}",2019-03-27 00:58:49.609496,
"{""subject"":""bt0w35yzvxq"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""It didn't seem to make a difference how likely they'd be there, since I didn't know the probability.""}",2019-04-03 22:58:22.208711,
"{""subject"":""tcg035yzfis"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 06:27:31.142315,
"{""subject"":""6xxn35yzu29"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""28"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:03:50.958118,
"{""subject"":""yudm35yzwe2"",""condition"":""L1B"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""62"",""postquestion1"":""correct"",""postquestion2"":""There really is no difference between the two options. I have no idea which of the two stocks will plummet. If I choose option A either stock could plummet. If I choose option B, the only difference is that I know both stocks have the same risk of being the stock that will plummet. So, I selected option B because at least I know that both stocks have the same risk of plummeting. ""}",2019-03-27 19:40:51.129213,
"{""subject"":""f2wm35yz235"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""There's less ambiguity in situation B; that makes it less stressful for me.""}",2019-03-27 00:24:48.410592,
"{""subject"":""yu4435yzde5"",""condition"":""L7A"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""34"",""postquestion1"":""correct"",""postquestion2"":""I like to know my chances for something before hand. ""}",2019-03-27 01:44:01.468663,
"{""subject"":""7i3335yzif2"",""condition"":""G9A"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""I am thinking that 50/50 odds make it impossible to predict the outcome or choose a specialization for my child now.  The unknown outcome probably has one choice or the other in my favor but their is no way of knowing so I could specialize my child in something with no shot of being the scholarship specialization.  Both options are unhelpful in the decision making process. ""}",2019-03-27 11:43:16.393563,
"{""subject"":""zeqw35yzy0o"",""condition"":""L7B"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""55"",""postquestion1"":""correct"",""postquestion2"":""at least you would have some idea what you were up against""}",2019-03-27 00:20:09.172080,
"{""subject"":""4ibf35yzhju"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""I picked that answer because it was more realistic than a simple 50-50 chance in this situation with the snake bite.""}",2019-03-27 00:55:10.060105,
"{""subject"":""egle35yzckb"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""It was there in the question itself that the school has not finalized the exact program they were going to discontinue, and I felt that the answer I chose was appropriate keeping in mind the scenario provided.""}",2019-03-27 02:00:49.675310,
"{""subject"":""hzfv35yzu11"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 11:06:07.503411,
"{""subject"":""mowg35yz12m"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:23:22.636889,
"{""subject"":""imf235yzwid"",""condition"":""L2B"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""51"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 01:27:27.930162,
"{""subject"":""ejgy35yz3cb"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 01:36:47.225755,
"{""subject"":""rst935yzjox"",""condition"":""G10A"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 23:11:31.408988,
"{""subject"":""0hoi35yz20h"",""condition"":""G12A"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:55:45.229176,
"{""subject"":""xb0x35yzlqy"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""because maybe there would be a 90% to 10% chance instead""}",2019-04-03 23:32:47.734916,
"{""subject"":""f89s35yz8nf"",""condition"":""G8B"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 14:40:30.113588,
"{""subject"":""sknd35yzeim"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""The answer made more sense to me. The 50% told me of the exact probability and I always like to know exactly what I am up against and what my chances are of success. I was thinking that one situation would be no better than the other""}",2019-03-27 01:29:10.443341,
"{""subject"":""prb935yz7zn"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""5"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 23:21:33.352755,
"{""subject"":""m5n035yzf5s"",""condition"":""G12B"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""Because there was no noticeable downsides to each option. ""}",2019-04-04 12:34:20.755290,
"{""subject"":""jn9t35yzbh0"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""54"",""postquestion1"":""correct"",""postquestion2"":""Because I had some information about the probability, vs not having any info.""}",2019-04-04 02:31:23.048818,
"{""subject"":""ihdd35yzkv2"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 23:38:51.300898,
"{""subject"":""4txg35yz60u"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""I chose the answer I did because, since I don't know the probabilities in option A, then I can't assume it is any better than 50/50 like in option B so I don't really prefer either one as they could possibly be the same. ""}",2019-03-26 23:56:34.416795,
"{""subject"":""wjjj35yzscr"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""The last question asked which department to choose for budget cuts at work.  I selected the answer above that was closest to the question.  I chose the answer I did because there was a chance that the department I worked in didnt have any budget cuts. ""}",2019-04-04 11:42:08.289344,
"{""subject"":""ws1035yz2sz"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""53"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 22:24:14.495913,
"{""subject"":""68sb35yzxz2"",""condition"":""G9A"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 01:28:53.095798,
"{""subject"":""pmkz35yz26y"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""I was thinking about how I might improve my 50/50 odds of picking the \""correct\"" department; that is, the department that won't have its budget slashed. I chose (B) because with each probability being unknown, and since I have not yet accepted the promotion offer yet (meaning I haven't chosen my department yet either), I would try to gather more information that could lead me in the right direction. With choice (A), the wording suggests not that the percentages are unknown (like with option B), but that it's a 50/50 proposition. With this in mind, I would prefer to go with the unknown and try to nail down some figures so I could make an informed decision about which department to head.""}",2019-03-27 00:23:16.063465,
"{""subject"":""ah4i35yzhxi"",""condition"":""G10A"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""I remembered what it was about the balls.""}",2019-03-26 23:51:44.668109,
