content,date,exp
"{""subject"":""mqqq35yziuz"",""gender"":""woman"",""age"":""52"",""education"":""17"",""income"":""40to60K"",""dummyconf"":""3"",""dummyxprob"":""91"",""dummyyprob"":""9"",""V1"":""G1"",""conf1"":""1"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G2"",""conf2"":""2"",""xprob2"":""45"",""yprob2"":""55"",""V3"":""G11"",""conf3"":""3"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L11"",""conf4"":""1"",""xprob4"":""60"",""yprob4"":""40"",""V5"":""G9"",""conf5"":""3"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G5"",""conf6"":""0"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L2"",""conf7"":""3"",""xprob7"":""32"",""yprob7"":""68"",""V8"":""L1"",""conf8"":""3"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L10"",""conf9"":""1"",""xprob9"":""27"",""yprob9"":""73"",""V10"":""L5"",""conf10"":""2"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 22:26:41.075549,
"{""subject"":""hdzw35yzs7s"",""gender"":""woman"",""age"":""34"",""education"":""14"",""income"":""40to60K"",""dummyconf"":""3"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""L5"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G1"",""conf2"":""1"",""xprob2"":""25"",""yprob2"":""75"",""V3"":""L10"",""conf3"":""1"",""xprob3"":""40"",""yprob3"":""60"",""V4"":""L2"",""conf4"":""1"",""xprob4"":""30"",""yprob4"":""70"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""85"",""yprob5"":""15"",""V6"":""L11"",""conf6"":""2"",""xprob6"":""65"",""yprob6"":""35"",""V7"":""G11"",""conf7"":""2"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G2"",""conf8"":""2"",""xprob8"":""30"",""yprob8"":""70"",""V9"":""L1"",""conf9"":""1"",""xprob9"":""35"",""yprob9"":""65"",""V10"":""G5"",""conf10"":""1"",""xprob10"":""55"",""yprob10"":""45""}",2021-12-13 21:09:24.183366,
"{""subject"":""tik035yzvee"",""gender"":""woman"",""age"":""56"",""education"":""20"",""income"":""20to40k"",""dummyconf"":""2"",""dummyxprob"":""53"",""dummyyprob"":""47"",""V1"":""G2"",""conf1"":""3"",""xprob1"":""40"",""yprob1"":""60"",""V2"":""L10"",""conf2"":""2"",""xprob2"":""35"",""yprob2"":""65"",""V3"":""G11"",""conf3"":""4"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L1"",""conf4"":""1"",""xprob4"":""30"",""yprob4"":""70"",""V5"":""G5"",""conf5"":""0"",""xprob5"":""45"",""yprob5"":""55"",""V6"":""G9"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L11"",""conf7"":""2"",""xprob7"":""35"",""yprob7"":""65"",""V8"":""L2"",""conf8"":""3"",""xprob8"":""46"",""yprob8"":""54"",""V9"":""L5"",""conf9"":""1"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G1"",""conf10"":""1"",""xprob10"":""40"",""yprob10"":""60""}",2021-12-13 21:18:56.396629,
"{""subject"":""u6l035yzk2k"",""gender"":""woman"",""age"":""53"",""education"":""13"",""income"":""<20k"",""dummyconf"":""4"",""dummyxprob"":""97"",""dummyyprob"":""3"",""V1"":""G5"",""conf1"":""4"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G11"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L1"",""conf3"":""2"",""xprob3"":""76"",""yprob3"":""24"",""V4"":""L10"",""conf4"":""1"",""xprob4"":""49"",""yprob4"":""51"",""V5"":""L2"",""conf5"":""1"",""xprob5"":""51"",""yprob5"":""49"",""V6"":""G9"",""conf6"":""3"",""xprob6"":""49"",""yprob6"":""51"",""V7"":""G1"",""conf7"":""3"",""xprob7"":""17"",""yprob7"":""83"",""V8"":""L11"",""conf8"":""2"",""xprob8"":""72"",""yprob8"":""28"",""V9"":""G2"",""conf9"":""3"",""xprob9"":""29"",""yprob9"":""71"",""V10"":""L5"",""conf10"":""4"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:10:26.810770,
"{""subject"":""05gf35yzzzk"",""gender"":""man"",""age"":""78"",""education"":""16"",""income"":""na"",""dummyconf"":""3"",""dummyxprob"":""78"",""dummyyprob"":""22"",""V1"":""L2"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G1"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L10"",""conf3"":""1"",""xprob3"":""36"",""yprob3"":""64"",""V4"":""G9"",""conf4"":""1"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G2"",""conf5"":""2"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L5"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L11"",""conf7"":""3"",""xprob7"":""20"",""yprob7"":""80"",""V8"":""G11"",""conf8"":""3"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L1"",""conf9"":""3"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G5"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:10:29.873624,
"{""subject"":""61y535yz5ox"",""gender"":""woman"",""age"":""35"",""education"":""16"",""income"":""60to80k"",""dummyconf"":""4"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L2"",""conf1"":""2"",""xprob1"":""49"",""yprob1"":""51"",""V2"":""L5"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G1"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L10"",""conf4"":""0"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G11"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G2"",""conf6"":""2"",""xprob6"":""49"",""yprob6"":""51"",""V7"":""L1"",""conf7"":""1"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L11"",""conf8"":""2"",""xprob8"":""45"",""yprob8"":""55"",""V9"":""G9"",""conf9"":""1"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G5"",""conf10"":""1"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:10:24.437778,
"{""subject"":""l1am35yzw2f"",""gender"":""man"",""age"":""29"",""education"":""16"",""income"":""60to80k"",""dummyconf"":""4"",""dummyxprob"":""100"",""dummyyprob"":""0"",""V1"":""G9"",""conf1"":""3"",""xprob1"":""54"",""yprob1"":""46"",""V2"":""G5"",""conf2"":""2"",""xprob2"":""38"",""yprob2"":""62"",""V3"":""L10"",""conf3"":""3"",""xprob3"":""49"",""yprob3"":""51"",""V4"":""L2"",""conf4"":""3"",""xprob4"":""25"",""yprob4"":""75"",""V5"":""L1"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L11"",""conf6"":""2"",""xprob6"":""41"",""yprob6"":""59"",""V7"":""G11"",""conf7"":""3"",""xprob7"":""26"",""yprob7"":""74"",""V8"":""G2"",""conf8"":""3"",""xprob8"":""57"",""yprob8"":""43"",""V9"":""G1"",""conf9"":""4"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L5"",""conf10"":""3"",""xprob10"":""28"",""yprob10"":""72""}",2021-12-13 21:06:15.028247,
"{""subject"":""rac235yzkyo"",""gender"":""man"",""age"":""25"",""education"":""14"",""income"":""<20k"",""dummyconf"":""3"",""dummyxprob"":""80"",""dummyyprob"":""20"",""V1"":""L5"",""conf1"":""0"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G9"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G11"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G1"",""conf4"":""1"",""xprob4"":""5"",""yprob4"":""95"",""V5"":""G5"",""conf5"":""0"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G2"",""conf6"":""0"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L10"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L11"",""conf8"":""2"",""xprob8"":""75"",""yprob8"":""25"",""V9"":""L1"",""conf9"":""1"",""xprob9"":""80"",""yprob9"":""20"",""V10"":""L2"",""conf10"":""0"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:06:24.756871,
"{""subject"":""pcxh35yzq6x"",""gender"":""man"",""age"":""57"",""education"":""16"",""income"":""80to100k"",""dummyconf"":""4"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""G2"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L1"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G5"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L11"",""conf4"":""2"",""xprob4"":""30"",""yprob4"":""70"",""V5"":""L10"",""conf5"":""1"",""xprob5"":""40"",""yprob5"":""60"",""V6"":""G1"",""conf6"":""0"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L2"",""conf7"":""2"",""xprob7"":""39"",""yprob7"":""61"",""V8"":""L5"",""conf8"":""0"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G9"",""conf9"":""0"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G11"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:44:24.572902,
"{""subject"":""w2fr35yzivo"",""gender"":""woman"",""age"":""44"",""education"":""16"",""income"":"">100k"",""dummyconf"":""4"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""L5"",""conf1"":""4"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G1"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G2"",""conf3"":""3"",""xprob3"":""33"",""yprob3"":""67"",""V4"":""G11"",""conf4"":""3"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L10"",""conf5"":""3"",""xprob5"":""30"",""yprob5"":""70"",""V6"":""G9"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L1"",""conf7"":""3"",""xprob7"":""66"",""yprob7"":""34"",""V8"":""L11"",""conf8"":""3"",""xprob8"":""43"",""yprob8"":""57"",""V9"":""G5"",""conf9"":""3"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L2"",""conf10"":""3"",""xprob10"":""67"",""yprob10"":""33""}",2021-12-13 21:47:29.556621,
"{""subject"":""w8pl35yzq8t"",""gender"":""woman"",""age"":""48"",""education"":""14"",""income"":""20to40k"",""dummyconf"":""4"",""dummyxprob"":""94"",""dummyyprob"":""6"",""V1"":""G5"",""conf1"":""0"",""xprob1"":""38"",""yprob1"":""62"",""V2"":""G2"",""conf2"":""3"",""xprob2"":""47"",""yprob2"":""53"",""V3"":""G11"",""conf3"":""1"",""xprob3"":""31"",""yprob3"":""69"",""V4"":""L1"",""conf4"":""2"",""xprob4"":""48"",""yprob4"":""52"",""V5"":""G9"",""conf5"":""1"",""xprob5"":""60"",""yprob5"":""40"",""V6"":""L10"",""conf6"":""2"",""xprob6"":""73"",""yprob6"":""27"",""V7"":""L11"",""conf7"":""1"",""xprob7"":""29"",""yprob7"":""71"",""V8"":""L5"",""conf8"":""2"",""xprob8"":""40"",""yprob8"":""60"",""V9"":""G1"",""conf9"":""2"",""xprob9"":""49"",""yprob9"":""51"",""V10"":""L2"",""conf10"":""2"",""xprob10"":""35"",""yprob10"":""65""}",2021-12-13 21:35:09.773340,
"{""subject"":""3emq35yzdng"",""gender"":""man"",""age"":""28"",""education"":""18"",""income"":""60to80k"",""dummyconf"":""4"",""dummyxprob"":""97"",""dummyyprob"":""3"",""V1"":""L5"",""conf1"":""4"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L11"",""conf2"":""3"",""xprob2"":""70"",""yprob2"":""30"",""V3"":""L1"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L2"",""conf4"":""3"",""xprob4"":""10"",""yprob4"":""90"",""V5"":""L10"",""conf5"":""1"",""xprob5"":""30"",""yprob5"":""70"",""V6"":""G5"",""conf6"":""4"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G1"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G9"",""conf8"":""4"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G2"",""conf9"":""3"",""xprob9"":""80"",""yprob9"":""20"",""V10"":""G11"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:48:41.350317,
"{""subject"":""tywo35yz7o5"",""gender"":""woman"",""age"":""47"",""education"":""16"",""income"":"">100k"",""dummyconf"":""4"",""dummyxprob"":""96"",""dummyyprob"":""4"",""V1"":""G2"",""conf1"":""3"",""xprob1"":""40"",""yprob1"":""60"",""V2"":""L1"",""conf2"":""1"",""xprob2"":""30"",""yprob2"":""70"",""V3"":""G11"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G9"",""conf4"":""0"",""xprob4"":""55"",""yprob4"":""45"",""V5"":""L5"",""conf5"":""0"",""xprob5"":""25"",""yprob5"":""75"",""V6"":""G1"",""conf6"":""2"",""xprob6"":""10"",""yprob6"":""90"",""V7"":""L11"",""conf7"":""1"",""xprob7"":""35"",""yprob7"":""65"",""V8"":""L10"",""conf8"":""2"",""xprob8"":""20"",""yprob8"":""80"",""V9"":""L2"",""conf9"":""3"",""xprob9"":""5"",""yprob9"":""95"",""V10"":""G5"",""conf10"":""0"",""xprob10"":""65"",""yprob10"":""35""}",2021-12-13 21:04:59.700393,
"{""subject"":""h7jp35yz2h7"",""gender"":""man"",""age"":""31"",""education"":""14"",""income"":""20to40k"",""dummyconf"":""3"",""dummyxprob"":""80"",""dummyyprob"":""20"",""V1"":""L2"",""conf1"":""3"",""xprob1"":""40"",""yprob1"":""60"",""V2"":""G5"",""conf2"":""4"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G1"",""conf3"":""4"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G11"",""conf4"":""4"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G2"",""conf5"":""2"",""xprob5"":""35"",""yprob5"":""65"",""V6"":""L5"",""conf6"":""4"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L10"",""conf7"":""3"",""xprob7"":""25"",""yprob7"":""75"",""V8"":""L1"",""conf8"":""2"",""xprob8"":""30"",""yprob8"":""70"",""V9"":""L11"",""conf9"":""3"",""xprob9"":""35"",""yprob9"":""65"",""V10"":""G9"",""conf10"":""1"",""xprob10"":""60"",""yprob10"":""40""}",2021-12-13 21:12:57.460280,
"{""subject"":""q3fw35yz807"",""gender"":""woman"",""age"":""37"",""education"":""16"",""income"":""80to100k"",""dummyconf"":""4"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L1"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L2"",""conf2"":""1"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L10"",""conf3"":""1"",""xprob3"":""56"",""yprob3"":""44"",""V4"":""G5"",""conf4"":""1"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G1"",""conf5"":""0"",""xprob5"":""46"",""yprob5"":""54"",""V6"":""L11"",""conf6"":""2"",""xprob6"":""58"",""yprob6"":""42"",""V7"":""G11"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G9"",""conf8"":""1"",""xprob8"":""48"",""yprob8"":""52"",""V9"":""G2"",""conf9"":""2"",""xprob9"":""58"",""yprob9"":""42"",""V10"":""L5"",""conf10"":""1"",""xprob10"":""53"",""yprob10"":""47""}",2021-12-13 21:06:48.151423,
"{""subject"":""r3qk35yzypw"",""gender"":""man"",""age"":""54"",""education"":""16"",""income"":""<20k"",""dummyconf"":""3"",""dummyxprob"":""77"",""dummyyprob"":""23"",""V1"":""L1"",""conf1"":""0"",""xprob1"":""70"",""yprob1"":""30"",""V2"":""G5"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G2"",""conf3"":""3"",""xprob3"":""30"",""yprob3"":""70"",""V4"":""L10"",""conf4"":""1"",""xprob4"":""39"",""yprob4"":""61"",""V5"":""L11"",""conf5"":""1"",""xprob5"":""40"",""yprob5"":""60"",""V6"":""G9"",""conf6"":""3"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L2"",""conf7"":""3"",""xprob7"":""25"",""yprob7"":""75"",""V8"":""G11"",""conf8"":""3"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L5"",""conf9"":""3"",""xprob9"":""98"",""yprob9"":""2"",""V10"":""G1"",""conf10"":""3"",""xprob10"":""10"",""yprob10"":""90""}",2021-12-13 21:07:16.967326,
