subject,gender,age,education,income,dummyVignetteAnswer,trialn,vignette,response,resp_order
ngt135yz6y7,man,45,16,20to40k,3,8,G5,1,A
ngt135yz6y7,man,45,16,20to40k,3,9,G2,4,B
ngt135yz6y7,man,45,16,20to40k,3,10,L10,4,B
aefo35yzca0,man,73,18,>100k,1,1,L11,5,A
aefo35yzca0,man,73,18,>100k,1,2,G11,4,B
aefo35yzca0,man,73,18,>100k,1,3,L10,3,B
aefo35yzca0,man,73,18,>100k,1,4,L5,3,A
aefo35yzca0,man,73,18,>100k,1,5,L1,3,B
aefo35yzca0,man,73,18,>100k,1,6,L2,4,A
aefo35yzca0,man,73,18,>100k,1,7,G9,2,B
aefo35yzca0,man,73,18,>100k,1,8,G5,5,A
aefo35yzca0,man,73,18,>100k,1,9,G1,2,A
aefo35yzca0,man,73,18,>100k,1,10,G2,6,B
ici635yzgna,woman,38,18,na,7,1,L2,4,B
ici635yzgna,woman,38,18,na,7,2,G1,4,B
ici635yzgna,woman,38,18,na,7,3,G11,4,B
ici635yzgna,woman,38,18,na,7,4,L5,4,B
ici635yzgna,woman,38,18,na,7,5,G9,4,A
ici635yzgna,woman,38,18,na,7,6,G2,5,A
ici635yzgna,woman,38,18,na,7,7,L11,5,B
ici635yzgna,woman,38,18,na,7,8,G5,4,B
ici635yzgna,woman,38,18,na,7,9,L1,4,B
ici635yzgna,woman,38,18,na,7,10,L10,5,B
xowr35yzm7y,man,58,16,40to60K,7,1,G11,4,A
xowr35yzm7y,man,58,16,40to60K,7,2,G9,3,B
xowr35yzm7y,man,58,16,40to60K,7,3,L10,6,B
xowr35yzm7y,man,58,16,40to60K,7,4,L1,3,A
xowr35yzm7y,man,58,16,40to60K,7,5,G5,2,A
xowr35yzm7y,man,58,16,40to60K,7,6,L2,5,A
xowr35yzm7y,man,58,16,40to60K,7,7,L11,6,B
xowr35yzm7y,man,58,16,40to60K,7,8,G1,6,B
xowr35yzm7y,man,58,16,40to60K,7,9,L5,5,B
xowr35yzm7y,man,58,16,40to60K,7,10,G2,6,B
4zdj35yzftq,man,26,13,20to40k,7,1,L1,7,B
4zdj35yzftq,man,26,13,20to40k,7,2,G9,1,A
4zdj35yzftq,man,26,13,20to40k,7,3,L2,7,B
4zdj35yzftq,man,26,13,20to40k,7,4,L11,7,B
4zdj35yzftq,man,26,13,20to40k,7,5,G5,7,B
4zdj35yzftq,man,26,13,20to40k,7,6,L10,2,B
4zdj35yzftq,man,26,13,20to40k,7,7,G11,6,B
4zdj35yzftq,man,26,13,20to40k,7,8,G1,1,A
4zdj35yzftq,man,26,13,20to40k,7,9,G2,7,B
4zdj35yzftq,man,26,13,20to40k,7,10,L5,2,A
6zlo35yzw67,woman,35,16,80to100k,7,1,G1,3,A
6zlo35yzw67,woman,35,16,80to100k,7,2,G9,5,B
6zlo35yzw67,woman,35,16,80to100k,7,3,L5,4,A
6zlo35yzw67,woman,35,16,80to100k,7,4,G11,4,B
6zlo35yzw67,woman,35,16,80to100k,7,5,L10,4,A
6zlo35yzw67,woman,35,16,80to100k,7,6,G2,4,B
6zlo35yzw67,woman,35,16,80to100k,7,7,L1,3,A
6zlo35yzw67,woman,35,16,80to100k,7,8,L11,5,A
6zlo35yzw67,woman,35,16,80to100k,7,9,G5,4,A
6zlo35yzw67,woman,35,16,80to100k,7,10,L2,4,B
o4h635yz384,man,35,16,60to80k,7,1,L2,5,B
o4h635yz384,man,35,16,60to80k,7,2,G9,3,A
o4h635yz384,man,35,16,60to80k,7,3,G11,5,B
o4h635yz384,man,35,16,60to80k,7,4,L5,3,A
o4h635yz384,man,35,16,60to80k,7,5,G1,5,B
o4h635yz384,man,35,16,60to80k,7,6,L10,5,B
o4h635yz384,man,35,16,60to80k,7,7,G2,4,B
o4h635yz384,man,35,16,60to80k,7,8,L11,3,A
o4h635yz384,man,35,16,60to80k,7,9,L1,3,A
o4h635yz384,man,35,16,60to80k,7,10,G5,5,B
yc4m35yzoxg,man,62,16,80to100k,7,1,L5,2,A
yc4m35yzoxg,man,62,16,80to100k,7,2,L2,5,A
yc4m35yzoxg,man,62,16,80to100k,7,3,G1,7,A
yc4m35yzoxg,man,62,16,80to100k,7,4,L10,1,B
yc4m35yzoxg,man,62,16,80to100k,7,5,G9,7,A
yc4m35yzoxg,man,62,16,80to100k,7,6,G5,6,B
yc4m35yzoxg,man,62,16,80to100k,7,7,L11,6,A
yc4m35yzoxg,man,62,16,80to100k,7,8,L1,2,A
yc4m35yzoxg,man,62,16,80to100k,7,9,G2,6,B
yc4m35yzoxg,man,62,16,80to100k,7,10,G11,2,A
m18e35yz9pc,man,38,12,80to100k,7,1,L2,4,B
m18e35yz9pc,man,38,12,80to100k,7,2,G11,4,A
m18e35yz9pc,man,38,12,80to100k,7,3,L1,7,B
m18e35yz9pc,man,38,12,80to100k,7,4,G9,4,A
m18e35yz9pc,man,38,12,80to100k,7,5,L11,4,B
m18e35yz9pc,man,38,12,80to100k,7,6,L5,7,B
m18e35yz9pc,man,38,12,80to100k,7,7,G2,4,A
m18e35yz9pc,man,38,12,80to100k,7,8,G1,5,B
m18e35yz9pc,man,38,12,80to100k,7,9,L10,5,B
m18e35yz9pc,man,38,12,80to100k,7,10,G5,4,A
xul735yzk5v,man,24,17,<20k,7,1,G1,7,B
xul735yzk5v,man,24,17,<20k,7,2,G11,1,A
xul735yzk5v,man,24,17,<20k,7,3,G5,7,B
xul735yzk5v,man,24,17,<20k,7,4,L2,1,A
xul735yzk5v,man,24,17,<20k,7,5,G9,1,A
xul735yzk5v,man,24,17,<20k,7,6,L1,1,A
xul735yzk5v,man,24,17,<20k,7,7,L10,7,B
xul735yzk5v,man,24,17,<20k,7,8,L5,1,A
xul735yzk5v,man,24,17,<20k,7,9,G2,7,B
xul735yzk5v,man,24,17,<20k,7,10,L11,7,B
fqyi35yz4f7,man,40,13,20to40k,7,1,L11,3,B
fqyi35yz4f7,man,40,13,20to40k,7,2,G1,5,A
fqyi35yz4f7,man,40,13,20to40k,7,3,G11,3,B
fqyi35yz4f7,man,40,13,20to40k,7,4,L5,3,B
fqyi35yz4f7,man,40,13,20to40k,7,5,G2,2,B
fqyi35yz4f7,man,40,13,20to40k,7,6,L1,3,B
fqyi35yz4f7,man,40,13,20to40k,7,7,L10,3,B
fqyi35yz4f7,man,40,13,20to40k,7,8,G9,5,A
fqyi35yz4f7,man,40,13,20to40k,7,9,G5,5,A
fqyi35yz4f7,man,40,13,20to40k,7,10,L2,6,A
lqcy35yz89a,woman,45,16,60to80k,7,1,G2,4,A
lqcy35yz89a,woman,45,16,60to80k,7,2,L5,5,B
lqcy35yz89a,woman,45,16,60to80k,7,3,L1,6,B
lqcy35yz89a,woman,45,16,60to80k,7,4,G9,4,B
lqcy35yz89a,woman,45,16,60to80k,7,5,L11,3,A
lqcy35yz89a,woman,45,16,60to80k,7,6,L2,5,B
lqcy35yz89a,woman,45,16,60to80k,7,7,G1,2,A
lqcy35yz89a,woman,45,16,60to80k,7,8,G11,4,B
lqcy35yz89a,woman,45,16,60to80k,7,9,G5,4,A
lqcy35yz89a,woman,45,16,60to80k,7,10,L10,6,B
uoot35yzj3t,woman,24,17,20to40k,7,1,L2,5,B
uoot35yzj3t,woman,24,17,20to40k,7,2,L11,6,A
uoot35yzj3t,woman,24,17,20to40k,7,3,G1,3,A
uoot35yzj3t,woman,24,17,20to40k,7,4,L5,4,B
uoot35yzj3t,woman,24,17,20to40k,7,5,G11,5,B
uoot35yzj3t,woman,24,17,20to40k,7,6,G2,4,B
uoot35yzj3t,woman,24,17,20to40k,7,7,G9,3,B
uoot35yzj3t,woman,24,17,20to40k,7,8,G5,3,A
uoot35yzj3t,woman,24,17,20to40k,7,9,L10,3,A
uoot35yzj3t,woman,24,17,20to40k,7,10,L1,4,A
wpsr35yz8aq,woman,48,13,60to80k,7,1,L5,2,A
wpsr35yz8aq,woman,48,13,60to80k,7,2,G9,4,A
wpsr35yz8aq,woman,48,13,60to80k,7,3,G1,5,A
wpsr35yz8aq,woman,48,13,60to80k,7,4,L2,5,B
wpsr35yz8aq,woman,48,13,60to80k,7,5,G5,4,B
wpsr35yz8aq,woman,48,13,60to80k,7,6,G11,1,A
wpsr35yz8aq,woman,48,13,60to80k,7,7,L11,3,A
wpsr35yz8aq,woman,48,13,60to80k,7,8,G2,6,B
wpsr35yz8aq,woman,48,13,60to80k,7,9,L1,2,A
wpsr35yz8aq,woman,48,13,60to80k,7,10,L10,6,A
xhcn35yzboh,woman,43,16,40to60K,7,1,G1,1,A
xhcn35yzboh,woman,43,16,40to60K,7,2,L5,7,B
xhcn35yzboh,woman,43,16,40to60K,7,3,G9,1,A
xhcn35yzboh,woman,43,16,40to60K,7,4,G11,7,B
xhcn35yzboh,woman,43,16,40to60K,7,5,L2,1,A
xhcn35yzboh,woman,43,16,40to60K,7,6,L10,4,A
xhcn35yzboh,woman,43,16,40to60K,7,7,L11,3,B
xhcn35yzboh,woman,43,16,40to60K,7,8,L1,3,B
xhcn35yzboh,woman,43,16,40to60K,7,9,G2,5,B
xhcn35yzboh,woman,43,16,40to60K,7,10,G5,4,A
vo8o35yzx10,woman,59,14,40to60K,7,1,G11,6,B
vo8o35yzx10,woman,59,14,40to60K,7,2,L1,6,B
vo8o35yzx10,woman,59,14,40to60K,7,3,L11,3,B
vo8o35yzx10,woman,59,14,40to60K,7,4,G5,3,B
vo8o35yzx10,woman,59,14,40to60K,7,5,L2,3,B
vo8o35yzx10,woman,59,14,40to60K,7,6,G9,6,B
vo8o35yzx10,woman,59,14,40to60K,7,7,L10,5,A
vo8o35yzx10,woman,59,14,40to60K,7,8,L5,2,B
vo8o35yzx10,woman,59,14,40to60K,7,9,G1,2,B
vo8o35yzx10,woman,59,14,40to60K,7,10,G2,6,B
dzrp35yzur4,woman,37,16,80to100k,7,1,G11,4,B
dzrp35yzur4,woman,37,16,80to100k,7,2,G1,1,A
dzrp35yzur4,woman,37,16,80to100k,7,3,L2,4,B
dzrp35yzur4,woman,37,16,80to100k,7,4,G9,2,A
dzrp35yzur4,woman,37,16,80to100k,7,5,L11,5,B
dzrp35yzur4,woman,37,16,80to100k,7,6,L5,3,A
dzrp35yzur4,woman,37,16,80to100k,7,7,L10,1,B
dzrp35yzur4,woman,37,16,80to100k,7,8,L1,1,A
dzrp35yzur4,woman,37,16,80to100k,7,9,G2,2,A
dzrp35yzur4,woman,37,16,80to100k,7,10,G5,6,A
179235yzshj,woman,54,18,40to60K,7,1,L1,3,A
179235yzshj,woman,54,18,40to60K,7,2,L10,5,B
179235yzshj,woman,54,18,40to60K,7,3,G11,4,B
179235yzshj,woman,54,18,40to60K,7,4,G2,6,A
179235yzshj,woman,54,18,40to60K,7,5,L5,3,A
179235yzshj,woman,54,18,40to60K,7,6,L11,2,B
179235yzshj,woman,54,18,40to60K,7,7,G9,2,A
179235yzshj,woman,54,18,40to60K,7,8,G1,7,B
179235yzshj,woman,54,18,40to60K,7,9,L2,3,B
179235yzshj,woman,54,18,40to60K,7,10,G5,2,A
omui35yzceg,man,25,16,<20k,7,1,G2,5,B
omui35yzceg,man,25,16,<20k,7,2,L10,3,B
omui35yzceg,man,25,16,<20k,7,3,G1,3,A
omui35yzceg,man,25,16,<20k,7,4,G5,3,A
omui35yzceg,man,25,16,<20k,7,5,L11,3,A
omui35yzceg,man,25,16,<20k,7,6,G11,3,A
omui35yzceg,man,25,16,<20k,7,7,L1,5,A
omui35yzceg,man,25,16,<20k,7,8,G9,3,A
omui35yzceg,man,25,16,<20k,7,9,L5,5,B
omui35yzceg,man,25,16,<20k,7,10,L2,3,B
svbg35yz11f,man,26,12,20to40k,7,1,G2,3,A
svbg35yz11f,man,26,12,20to40k,7,2,G9,6,B
svbg35yz11f,man,26,12,20to40k,7,3,L1,6,B
svbg35yz11f,man,26,12,20to40k,7,4,L5,6,B
svbg35yz11f,man,26,12,20to40k,7,5,L2,2,A
svbg35yz11f,man,26,12,20to40k,7,6,L10,2,A
svbg35yz11f,man,26,12,20to40k,7,7,L11,2,A
svbg35yz11f,man,26,12,20to40k,7,8,G1,6,B
svbg35yz11f,man,26,12,20to40k,7,9,G11,2,A
svbg35yz11f,man,26,12,20to40k,7,10,G5,2,A
x3qk35yzsog,man,57,16,80to100k,7,1,G2,4,A
x3qk35yzsog,man,57,16,80to100k,7,2,L5,4,A
x3qk35yzsog,man,57,16,80to100k,7,3,L11,4,A
x3qk35yzsog,man,57,16,80to100k,7,4,G1,4,B
x3qk35yzsog,man,57,16,80to100k,7,5,L10,4,A
x3qk35yzsog,man,57,16,80to100k,7,6,G11,4,B
x3qk35yzsog,man,57,16,80to100k,7,7,L2,3,B
x3qk35yzsog,man,57,16,80to100k,7,8,G5,4,B
x3qk35yzsog,man,57,16,80to100k,7,9,G9,4,A
x3qk35yzsog,man,57,16,80to100k,7,10,L1,4,B
yv2r35yzdzn,woman,39,14,<20k,2,1,G9,6,B
yv2r35yzdzn,woman,39,14,<20k,2,2,G1,7,A
yv2r35yzdzn,woman,39,14,<20k,2,3,G11,7,B
yv2r35yzdzn,woman,39,14,<20k,2,4,L11,3,A
yv2r35yzdzn,woman,39,14,<20k,2,5,L2,4,B
yv2r35yzdzn,woman,39,14,<20k,2,6,L5,5,B
yv2r35yzdzn,woman,39,14,<20k,2,7,L1,7,B
yv2r35yzdzn,woman,39,14,<20k,2,8,L10,4,B
yv2r35yzdzn,woman,39,14,<20k,2,9,G2,4,B
yv2r35yzdzn,woman,39,14,<20k,2,10,G5,5,B
le0135yzvan,other,35,14,<20k,7,1,G9,4,B
le0135yzvan,other,35,14,<20k,7,2,L10,4,A
le0135yzvan,other,35,14,<20k,7,3,G11,5,B
le0135yzvan,other,35,14,<20k,7,4,L2,3,A
le0135yzvan,other,35,14,<20k,7,5,G1,2,A
le0135yzvan,other,35,14,<20k,7,6,G5,4,A
le0135yzvan,other,35,14,<20k,7,7,L11,4,B
le0135yzvan,other,35,14,<20k,7,8,G2,4,A
le0135yzvan,other,35,14,<20k,7,9,L1,4,B
le0135yzvan,other,35,14,<20k,7,10,L5,4,B
75ue35yzilg,man,29,19,20to40k,7,1,L2,6,B
75ue35yzilg,man,29,19,20to40k,7,2,L1,2,A
75ue35yzilg,man,29,19,20to40k,7,3,L5,4,B
75ue35yzilg,man,29,19,20to40k,7,4,L11,3,B
75ue35yzilg,man,29,19,20to40k,7,5,L10,5,A
75ue35yzilg,man,29,19,20to40k,7,6,G9,5,B
75ue35yzilg,man,29,19,20to40k,7,7,G1,4,B
75ue35yzilg,man,29,19,20to40k,7,8,G5,4,A
75ue35yzilg,man,29,19,20to40k,7,9,G2,5,B
75ue35yzilg,man,29,19,20to40k,7,10,G11,4,B
b04y35yzr7c,woman,44,13,20to40k,7,1,L2,2,A
b04y35yzr7c,woman,44,13,20to40k,7,2,G11,7,B
b04y35yzr7c,woman,44,13,20to40k,7,3,G1,5,A
b04y35yzr7c,woman,44,13,20to40k,7,4,G5,4,A
b04y35yzr7c,woman,44,13,20to40k,7,5,L11,1,B
b04y35yzr7c,woman,44,13,20to40k,7,6,G9,2,A
b04y35yzr7c,woman,44,13,20to40k,7,7,L10,4,A
b04y35yzr7c,woman,44,13,20to40k,7,8,L5,1,A
b04y35yzr7c,woman,44,13,20to40k,7,9,L1,1,B
b04y35yzr7c,woman,44,13,20to40k,7,10,G2,4,A
w0la35yzarn,man,53,12,<20k,6,1,L10,6,A
w0la35yzarn,man,53,12,<20k,6,2,G1,2,A
w0la35yzarn,man,53,12,<20k,6,3,G2,6,B
w0la35yzarn,man,53,12,<20k,6,4,L5,2,A
w0la35yzarn,man,53,12,<20k,6,5,G9,6,B
w0la35yzarn,man,53,12,<20k,6,6,L11,3,B
w0la35yzarn,man,53,12,<20k,6,7,L2,6,B
w0la35yzarn,man,53,12,<20k,6,8,G5,5,A
w0la35yzarn,man,53,12,<20k,6,9,G11,2,A
w0la35yzarn,man,53,12,<20k,6,10,L1,1,A
6s0535yz9ve,woman,43,16,40to60K,7,1,G2,6,A
6s0535yz9ve,woman,43,16,40to60K,7,2,L10,2,B
6s0535yz9ve,woman,43,16,40to60K,7,3,L5,6,A
6s0535yz9ve,woman,43,16,40to60K,7,4,G1,3,B
6s0535yz9ve,woman,43,16,40to60K,7,5,L11,2,B
6s0535yz9ve,woman,43,16,40to60K,7,6,G11,1,B
6s0535yz9ve,woman,43,16,40to60K,7,7,L2,5,A
6s0535yz9ve,woman,43,16,40to60K,7,8,G9,6,A
6s0535yz9ve,woman,43,16,40to60K,7,9,L1,6,A
6s0535yz9ve,woman,43,16,40to60K,7,10,G5,6,A
32ro35yzq2m,man,37,12,20to40k,7,1,G5,4,A
32ro35yzq2m,man,37,12,20to40k,7,2,L11,4,A
32ro35yzq2m,man,37,12,20to40k,7,3,G11,4,A
32ro35yzq2m,man,37,12,20to40k,7,4,L2,5,A
32ro35yzq2m,man,37,12,20to40k,7,5,L1,6,A
32ro35yzq2m,man,37,12,20to40k,7,6,L5,4,B
32ro35yzq2m,man,37,12,20to40k,7,7,G9,6,B
32ro35yzq2m,man,37,12,20to40k,7,8,G2,5,A
32ro35yzq2m,man,37,12,20to40k,7,9,G1,2,A
32ro35yzq2m,man,37,12,20to40k,7,10,L10,5,A
bffb35yz9zi,man,31,18,80to100k,7,1,L1,3,A
bffb35yz9zi,man,31,18,80to100k,7,2,G11,5,B
bffb35yz9zi,man,31,18,80to100k,7,3,L5,3,B
bffb35yz9zi,man,31,18,80to100k,7,4,G2,2,A
bffb35yz9zi,man,31,18,80to100k,7,5,G9,6,B
bffb35yz9zi,man,31,18,80to100k,7,6,L11,6,A
bffb35yz9zi,man,31,18,80to100k,7,7,L10,6,A
bffb35yz9zi,man,31,18,80to100k,7,8,G5,3,A
bffb35yz9zi,man,31,18,80to100k,7,9,L2,2,B
bffb35yz9zi,man,31,18,80to100k,7,10,G1,6,B
9ujy35yzk2d,man,37,16,80to100k,7,1,G9,2,A
9ujy35yzk2d,man,37,16,80to100k,7,2,L2,2,A
9ujy35yzk2d,man,37,16,80to100k,7,3,G5,1,A
9ujy35yzk2d,man,37,16,80to100k,7,4,G11,4,B
9ujy35yzk2d,man,37,16,80to100k,7,5,L1,3,B
9ujy35yzk2d,man,37,16,80to100k,7,6,G2,1,A
9ujy35yzk2d,man,37,16,80to100k,7,7,L10,4,A
9ujy35yzk2d,man,37,16,80to100k,7,8,L11,5,B
9ujy35yzk2d,man,37,16,80to100k,7,9,G1,7,B
9ujy35yzk2d,man,37,16,80to100k,7,10,L5,4,B
dno135yzsvc,woman,44,17,>100k,7,1,G5,4,A
dno135yzsvc,woman,44,17,>100k,7,2,G1,5,A
dno135yzsvc,woman,44,17,>100k,7,3,G2,4,A
dno135yzsvc,woman,44,17,>100k,7,4,L11,5,A
dno135yzsvc,woman,44,17,>100k,7,5,L5,4,B
dno135yzsvc,woman,44,17,>100k,7,6,G11,4,B
dno135yzsvc,woman,44,17,>100k,7,7,L10,5,A
dno135yzsvc,woman,44,17,>100k,7,8,L1,3,B
dno135yzsvc,woman,44,17,>100k,7,9,L2,4,A
dno135yzsvc,woman,44,17,>100k,7,10,G9,4,B
ykma35yzkn4,man,64,18,<20k,7,1,G2,4,B
ykma35yzkn4,man,64,18,<20k,7,2,G1,2,A
ykma35yzkn4,man,64,18,<20k,7,3,L5,5,A
ykma35yzkn4,man,64,18,<20k,7,4,G9,3,B
ykma35yzkn4,man,64,18,<20k,7,5,L2,4,A
ykma35yzkn4,man,64,18,<20k,7,6,L11,3,B
ykma35yzkn4,man,64,18,<20k,7,7,G11,2,A
ykma35yzkn4,man,64,18,<20k,7,8,L10,1,B
ykma35yzkn4,man,64,18,<20k,7,9,G5,7,B
ykma35yzkn4,man,64,18,<20k,7,10,L1,1,A
jglg35yzvub,man,28,16,40to60K,7,1,L10,5,A
jglg35yzvub,man,28,16,40to60K,7,2,G11,5,B
jglg35yzvub,man,28,16,40to60K,7,3,G5,2,A
jglg35yzvub,man,28,16,40to60K,7,4,G9,1,A
jglg35yzvub,man,28,16,40to60K,7,5,G2,5,A
jglg35yzvub,man,28,16,40to60K,7,6,G1,1,A
jglg35yzvub,man,28,16,40to60K,7,7,L11,3,B
jglg35yzvub,man,28,16,40to60K,7,8,L5,3,A
jglg35yzvub,man,28,16,40to60K,7,9,L2,2,B
jglg35yzvub,man,28,16,40to60K,7,10,L1,6,A
dwpn35yzlo3,man,37,18,40to60K,6,1,L1,3,B
dwpn35yzlo3,man,37,18,40to60K,6,2,G2,3,A
dwpn35yzlo3,man,37,18,40to60K,6,3,G11,6,A
dwpn35yzlo3,man,37,18,40to60K,6,4,G9,4,B
dwpn35yzlo3,man,37,18,40to60K,6,5,L5,6,A
dwpn35yzlo3,man,37,18,40to60K,6,6,G1,3,B
dwpn35yzlo3,man,37,18,40to60K,6,7,L2,3,B
dwpn35yzlo3,man,37,18,40to60K,6,8,L11,6,A
dwpn35yzlo3,man,37,18,40to60K,6,9,L10,5,A
dwpn35yzlo3,man,37,18,40to60K,6,10,G5,7,A
x9y935yz4lw,woman,36,16,40to60K,7,1,L5,2,A
x9y935yz4lw,woman,36,16,40to60K,7,2,L1,2,A
x9y935yz4lw,woman,36,16,40to60K,7,3,L11,6,B
x9y935yz4lw,woman,36,16,40to60K,7,4,G11,2,B
x9y935yz4lw,woman,36,16,40to60K,7,5,L10,5,A
x9y935yz4lw,woman,36,16,40to60K,7,6,G2,6,B
x9y935yz4lw,woman,36,16,40to60K,7,7,G1,7,B
x9y935yz4lw,woman,36,16,40to60K,7,8,G5,6,B
x9y935yz4lw,woman,36,16,40to60K,7,9,G9,2,A
x9y935yz4lw,woman,36,16,40to60K,7,10,L2,3,A
uig135yz8ln,man,33,13,60to80k,7,1,L5,4,B
uig135yz8ln,man,33,13,60to80k,7,2,L2,4,A
uig135yz8ln,man,33,13,60to80k,7,3,L11,4,B
uig135yz8ln,man,33,13,60to80k,7,4,G11,4,B
uig135yz8ln,man,33,13,60to80k,7,5,L1,1,A
uig135yz8ln,man,33,13,60to80k,7,6,G9,5,B
uig135yz8ln,man,33,13,60to80k,7,7,G2,4,B
uig135yz8ln,man,33,13,60to80k,7,8,L10,5,B
uig135yz8ln,man,33,13,60to80k,7,9,G1,7,B
uig135yz8ln,man,33,13,60to80k,7,10,G5,4,A
jv1935yzkan,woman,55,14,40to60K,7,1,L10,5,A
jv1935yzkan,woman,55,14,40to60K,7,2,L2,3,B
jv1935yzkan,woman,55,14,40to60K,7,3,L5,6,B
jv1935yzkan,woman,55,14,40to60K,7,4,L1,7,B
jv1935yzkan,woman,55,14,40to60K,7,5,L11,7,A
jv1935yzkan,woman,55,14,40to60K,7,6,G11,3,B
jv1935yzkan,woman,55,14,40to60K,7,7,G9,2,B
jv1935yzkan,woman,55,14,40to60K,7,8,G1,1,A
jv1935yzkan,woman,55,14,40to60K,7,9,G5,3,A
jv1935yzkan,woman,55,14,40to60K,7,10,G2,5,B
10y235yznax,man,39,16,20to40k,7,1,L10,4,A
10y235yznax,man,39,16,20to40k,7,2,G2,4,B
10y235yznax,man,39,16,20to40k,7,3,G5,4,A
10y235yznax,man,39,16,20to40k,7,4,G1,4,A
10y235yznax,man,39,16,20to40k,7,5,G9,4,A
10y235yznax,man,39,16,20to40k,7,6,L11,4,A
10y235yznax,man,39,16,20to40k,7,7,L5,4,A
10y235yznax,man,39,16,20to40k,7,8,G11,4,B
10y235yznax,man,39,16,20to40k,7,9,L1,4,A
10y235yznax,man,39,16,20to40k,7,10,L2,4,B
gt8l35yz92p,man,55,16,40to60K,7,1,L2,4,B
gt8l35yz92p,man,55,16,40to60K,7,2,L1,1,A
gt8l35yz92p,man,55,16,40to60K,7,3,G11,1,A
gt8l35yz92p,man,55,16,40to60K,7,4,L5,1,B
gt8l35yz92p,man,55,16,40to60K,7,5,G2,1,A
gt8l35yz92p,man,55,16,40to60K,7,6,G1,1,A
gt8l35yz92p,man,55,16,40to60K,7,7,L10,6,A
gt8l35yz92p,man,55,16,40to60K,7,8,G9,3,A
gt8l35yz92p,man,55,16,40to60K,7,9,G5,3,B
gt8l35yz92p,man,55,16,40to60K,7,10,L11,2,B
8uji35yzllw,man,38,16,20to40k,7,1,L10,4,A
8uji35yzllw,man,38,16,20to40k,7,2,G2,2,A
8uji35yzllw,man,38,16,20to40k,7,3,L1,4,B
8uji35yzllw,man,38,16,20to40k,7,4,L5,4,A
8uji35yzllw,man,38,16,20to40k,7,5,G9,6,A
8uji35yzllw,man,38,16,20to40k,7,6,G11,4,B
8uji35yzllw,man,38,16,20to40k,7,7,L2,6,B
8uji35yzllw,man,38,16,20to40k,7,8,G5,4,B
